1,20,183,athena02,113668.35,121879.76
1,20,185,athena02,111663.91,120975.6
1,20,188,athena05,110095.47,120884.97
1,20,191,athena05,107964.07,117146.1
1,20,191,athena06,108689.86,131954.37
1,20,192,athena06,108146.03,130642.34
1,20,192,athena04,107964.38,118101.44
1,20,195,athena04,106778.88,116064.69
1,20,231,athena03,89873.18,105207.78
1,20,231,athena03,90102.52,106808.76
1,20,239,athena11,87154.45,100046.76
1,20,242,athena11,86019.77,98628.13
1,20,252,athena13,82581.22,112070.49
1,20,256,athena09,80871.09,126843.81
1,20,260,athena13,79973.1,115032.73
1,20,272,athena09,76552.49,127634.27
1,20,290,athena14,71751.94,111843.74
1,20,294,athena14,70713.06,108978.22
1,20,411,athena12,50706.69,75029.82
1,20,438,athena12,47649.65,69290.79
1,20,544,athena07,38397.12,73935.71
1,20,556,athena08,37487.99,66438.21
1,20,560,athena08,37291.94,63506.09
1,20,562,athena07,37185.6,71031.37
1,30,275,athena02,113537.32,121360.19
1,30,275,athena02,114010.08,122111.59
1,30,281,athena05,111402.91,122046.64
1,30,282,athena05,110599.95,122201.64
1,30,283,athena06,110342.72,131042.96
1,30,289,athena04,108285.38,117132.27
1,30,289,athena04,108349.91,117752.32
1,30,291,athena06,107525.76,128134.31
1,30,344,athena03,91244.91,107148.49
1,30,344,athena03,90830.4,108298.13
1,30,356,athena11,87796.56,100510.12
1,30,363,athena11,86188.08,98283.03
1,30,370,athena13,84735.88,114969.45
1,30,382,athena13,81679.34,111752.95
1,30,387,athena09,80891.68,128968.37
1,30,405,athena09,77364.62,128706.42
1,30,437,athena14,71746.1,116059.74
1,30,438,athena14,71234.61,113421.18
1,30,601,athena12,52056.15,75109.93
1,30,671,athena12,46754.79,70392.59
1,30,833,athena07,37649.68,72256.89
1,30,840,athena08,37396.62,63401.71
1,30,840,athena08,37389.98,63289.05
1,30,842,athena07,37291.59,75073.75
1,40,368,athena02,113328.52,121314.02
1,40,369,athena02,113394.32,121932.76
1,40,377,athena06,110903.31,131647.34
1,40,377,athena05,110535.4,121191.17
1,40,377,athena05,110642.45,120095.08
1,40,386,athena04,108138.49,117122.25
1,40,387,athena04,108105.16,119092.05
1,40,390,athena06,107015.75,128178.51
1,40,457,athena03,91470.27,110221.93
1,40,458,athena03,91339.69,110225.74
1,40,476,athena11,87811.3,99360.37
1,40,484,athena11,86192.2,98033.25
1,40,498,athena13,83881.81,112121.86
1,40,509,athena13,82094.55,111127.72
1,40,514,athena09,81213.79,130575.59
1,40,549,athena09,75956.08,125722.35
1,40,581,athena14,72099.06,114064.51
1,40,584,athena14,71526.22,116136.56
1,40,800,athena12,52311.67,72139.79
1,40,884,athena12,47346.97,70021.88
1,40,1120,athena07,37398.25,76351.98
1,40,1130,athena07,37093.58,73334.67
1,40,1154,athena08,36283.46,62469.61
1,40,1158,athena08,36128.97,60541.27
2,10,94,athena02,108313.11,122061.34
2,10,94,athena02,109515.24,121139.47
2,10,95,athena05,108104.1,120741.75
2,10,96,athena05,106585.76,121190.61
2,10,96,athena04,108441.22,118905.35
2,10,97,athena06,106307.91,136533.18
2,10,97,athena06,104378.81,128766.61
2,10,98,athena04,105787.29,117321.88
2,10,115,athena03,88754.96,107154.13
2,10,117,athena03,88736.87,107125
2,10,119,athena11,86239.01,99192.21
2,10,122,athena11,85293.98,99260.69
2,10,126,athena13,81382.67,110876.5
2,10,130,athena09,80195.4,122936.2
2,10,135,athena13,76201.69,107332.71
2,10,136,athena09,75318.49,132655.25
2,10,146,athena14,71177.21,109180.4
2,10,148,athena14,69959.6,111131.03
2,10,207,athena12,49984.63,72214.73
2,10,233,athena12,44723.87,61566.34
2,10,279,athena08,37454.07,60642.24
2,10,282,athena08,37125.53,61161.59
2,10,283,athena07,36932.64,71410.03
2,10,286,athena07,36397.74,72158.2
2,20,183,athena02,113554.81,121146.66
