2,20,184,athena02,112200.49,123069.43
2,20,187,athena05,110982.55,120911.46
2,20,187,athena05,111623.62,120424.72
2,20,188,athena06,110549.57,130496.83
2,20,192,athena04,108333.42,117293.1
2,20,192,athena04,108417.97,117953.43
2,20,193,athena06,107977,127268.15
2,20,228,athena03,91193.44,107324.74
2,20,228,athena03,91270.27,113147.54
2,20,238,athena11,87288.52,101264.65
2,20,241,athena11,86176.39,101357.2
2,20,249,athena13,83603.5,118788.41
2,20,257,athena13,81191.88,111212.53
2,20,259,athena09,79812.69,126696.12
2,20,268,athena09,77722.62,127334.58
2,20,287,athena14,72535.15,113058.39
2,20,295,athena14,70435.98,109173.01
2,20,416,athena12,50186.63,74052.57
2,20,458,athena12,45598.25,66332.49
2,20,556,athena08,37584.16,64386.5
2,20,561,athena07,37293.98,73987.18
2,20,562,athena07,37194.17,74104.6
2,20,572,athena08,36585.45,62400.43
2,30,275,athena02,113253.51,122505.88
2,30,279,athena02,112351.28,122574.14
2,30,281,athena05,110754.41,121171.91
2,30,283,athena05,110235.92,120447.36
2,30,287,athena06,108695.51,130525.04
2,30,288,athena04,108905.28,117087.12
2,30,291,athena04,107323.64,117354.58
2,30,291,athena06,107401.25,132480.47
2,30,342,athena03,91686.76,107362.98
2,30,343,athena03,91463.87,111100
2,30,358,athena11,87279.65,101251
2,30,366,athena11,85259.13,99436.88
2,30,373,athena13,83879,111161.47
2,30,382,athena13,81919.6,115185.94
2,30,391,athena09,80191.35,128754.74
2,30,408,athena09,76820.49,126705.06
2,30,430,athena14,72786.44,111482.91
2,30,430,athena14,72587.96,113191.24
2,30,616,athena12,50851.58,74148.88
2,30,676,athena12,46449.12,70427.01
2,30,833,athena08,37701.49,65524.5
2,30,845,athena07,37151.41,76209.68
2,30,845,athena08,37180.84,62384.29
2,30,853,athena07,36840.89,75957.67
2,40,368,athena02,113330.22,121144.19
2,40,370,athena02,112868.63,121123.37
2,40,375,athena05,111364.3,121065.29
2,40,378,athena05,110334.32,121613.92
2,40,385,athena06,108385.21,134575.84
2,40,386,athena04,108080.45,117313.47
2,40,389,athena04,107139.06,117366.15
2,40,393,athena06,106222.66,128580.58
2,40,456,athena03,91602.82,111346.39
2,40,460,athena03,90919.25,109144.76
2,40,479,athena11,87271.95,100496.39
2,40,483,athena11,86247.51,99509.17
2,40,498,athena13,83968.43,111075.38
2,40,507,athena13,82683.84,118925.91
2,40,515,athena09,81259.04,128570.05
2,40,520,athena09,80391.04,130687.25
2,40,579,athena14,72257.29,113202.25
2,40,587,athena14,71309.77,113247.66
2,40,810,athena12,51691.22,76095.75
2,40,902,athena12,46478.5,70436.96
2,40,1116,athena07,37512.56,72508.89
2,40,1139,athena08,36782.94,63531.39
2,40,1143,athena07,36639.81,74068.38
2,40,1180,athena08,35495.69,59552.31
5,10,92,athena02,110711.71,122645.17
5,10,93,athena05,110360.2,122889.41
5,10,94,athena02,108191.38,124104.86
5,10,94,athena05,110903.73,119201.39
5,10,96,athena04,107157.7,117664.43
5,10,97,athena04,105843.57,117680.06
5,10,97,athena06,106652.84,131610.74
5,10,98,athena06,104574.39,126844.38
5,10,116,athena03,88792.85,108604.67
5,10,117,athena03,88675.52,107209.65
5,10,120,athena11,85646.98,104216.16
5,10,121,athena11,84237.73,97812.03
5,10,126,athena13,81877.02,112054.1
5,10,127,athena09,80945.93,126625.75
5,10,129,athena09,80062.92,126651.17
5,10,130,athena13,79540.95,107301.02
5,10,146,athena14,70773.56,107383.48
5,10,146,athena14,71023.8,112439.69
5,10,205,athena12,50713.35,74439.96
5,10,232,athena12,44981.8,68311.31
5,10,275,athena08,37898.91,64540.4
5,10,275,athena07,37719.6,69437.37
5,10,280,athena07,37162.91,73126.01
5,10,282,athena08,37016.11,68832.47
5,20,183,athena02,112834.5,122403.02
5,20,184,athena02,113087.84,123938.03
5,20,187,athena05,110974.94,123498.6
5,20,187,athena05,110907.93,124075.49
5,20,188,athena06,110280.62,126911.13
5,20,192,athena04,107854.22,119113.23
5,20,193,athena04,107719.73,117688.42
5,20,193,athena06,107387.24,131746.83
5,20,227,athena03,91577.57,107320.46
5,20,230,athena03,90089.03,104213.92
5,20,239,athena11,87002.94,103040.33
5,20,242,athena11,86159.7,99240.99
5,20,255,athena13,81499.87,112187.95
5,20,256,athena09,81046.48,126843.77
5,20,261,athena09,79304.43,121835.5
5,20,262,athena13,79508.23,107343.15
5,20,286,athena14,73054.87,112411.26
5,20,293,athena14,71103.3,112421.01
5,20,416,athena12,50102.01,74281.42
5,20,455,athena12,45795.97,68509.58
5,20,568,athena08,36789.17,64391.93
5,20,573,athena07,36443.49,69056.18
5,30,277,athena02,112901.26,124094.73
5,30,278,athena02,112291.93,124120.16
5,30,282,athena05,110548.49,123197.38
5,30,283,athena06,110152.98,131543.77
5,30,284,athena05,110419.52,122746.57
5,30,290,athena04,107722.92,117660.24
5,30,291,athena04,107282.37,117427.49
5,30,295,athena06,106084.63,131764.05
5,30,342,athena03,91455.97,112501.75
5,30,344,athena03,90921.25,108639.26
5,30,359,athena11,87129.04,103989.16
5,30,365,athena11,85615.52,99278.91
5,30,376,athena13,83054.6,112228.38
5,30,382,athena09,81926.83,131540.04
5,30,382,athena13,82049.9,117003.6
5,30,397,athena09,78658.89,126727.84
5,30,433,athena14,72217.71,112501.79
5,30,443,athena14,70659.39,112494.47
5,30,612,athena12,51293.67,74444.07
5,30,697,athena12,45035.44,68653.68
5,30,838,athena08,37502.73,64524.14
5,30,841,athena08,37320.24,64510.25
5,30,851,athena07,36890.26,73051.08
5,30,855,athena07,36737.29,73612.78
5,40,367,athena02,113615.94,122837.99
5,40,368,athena02,113334.5,124122.65
5,40,376,athena05,110701.97,123174.52
5,40,377,athena05,110865.88,119214.35
5,40,378,athena06,110510.59,136404.09
5,40,386,athena04,108073.86,119132.46
5,40,387,athena04,107772.45,119091.58
5,40,398,athena06,104771.06,128398.88
5,40,454,athena03,92150.77,107300.13
5,40,460,athena03,90596.24,109116.32
5,40,472,athena11,88387.76,103569.96
5,40,487,athena11,85888.5,100088.36
5,40,494,athena13,84346.28,114099.37
5,40,512,athena13,81701.7,114139.5
5,40,515,athena09,81037.11,128334.31
5,40,531,athena09,78709.52,126394.09
5,40,579,athena14,72167.09,112518.76
5,40,594,athena14,70480.12,112485.17
5,40,793,athena12,52765.93,74431.38
5,40,914,athena12,45799.45,68608.87
5,40,1099,athena08,38095.72,64508.5
5,40,1130,athena07,37114.32,73069.44
5,40,1135,athena07,36865.07,73311.47
5,40,1163,athena08,35994.31,59541.87
10,10,91,athena02,111934.9,127176.06
10,10,94,athena02,108214.06,128807.5
10,10,94,athena05,107654.14,126611.54
10,10,95,athena04,108261.61,117408.53
10,10,96,athena05,106641.76,119223.76
10,10,97,athena04,106056.99,119135.4
10,10,98,athena06,104777.43,128381.2
10,10,100,athena06,103058.56,126804.48
10,10,118,athena03,87228.27,107473.94
10,10,120,athena03,85825.3,107270.41
10,10,121,athena11,84247.73,97796.62
10,10,122,athena11,84753.37,99301.31
10,10,123,athena13,83361.81,107353.88
10,10,129,athena09,79481,126775.75
10,10,131,athena13,78483.03,107327.33
10,10,134,athena09,76464.16,126678.76
10,10,144,athena14,72176.73,107534.92
10,10,150,athena14,69237.64,107641.06
10,10,195,athena12,53047.6,79269.78
10,10,237,athena12,44204.04,68436.98
10,10,274,athena07,38085.65,79371.39
10,10,279,athena08,37222.4,69481.66
10,10,280,athena07,37319.31,68450.04
10,10,289,athena08,36042.39,69477.78
10,20,183,athena02,113022.67,129163.73
10,20,186,athena02,111166.87,126911.01
10,20,187,athena05,111375.23,117545.44
10,20,189,athena06,110004.94,136794.81
10,20,189,athena05,109946.39,127086.06
10,20,192,athena04,108409.89,119193.59
10,20,193,athena04,107819.86,119114.09
10,20,198,athena06,105416.01,127113.75
10,20,228,athena03,91431.88,119120.72
10,20,231,athena03,89735.75,107358.3
10,20,236,athena11,88057.9,109208.97
10,20,242,athena11,86146.17,99251.35
10,20,246,athena13,84488.98,117299.48
10,20,258,athena09,80550.22,129013.49
10,20,261,athena13,79984.38,107326.7
10,20,273,athena09,76156.5,126747.52
10,20,284,athena14,73235.03,109179.41
10,20,298,athena14,69809.89,107843.94
10,20,405,athena12,51580.83,79217.27
10,20,463,athena12,45169.54,68491.85
10,20,550,athena08,38005.13,69446.93
10,20,559,athena08,37395.55,69423.13
10,20,566,athena07,36936.46,77996.7
10,20,568,athena07,36903.59,77924.8
10,30,276,athena02,113187.18,129127.38
10,30,277,athena02,112429.71,129059.42
10,30,278,athena06,112303.95,129005.98
10,30,282,athena05,110529.83,127282.57
10,30,282,athena05,110583.58,127180.66
10,30,290,athena04,107625.58,119130.25
10,30,290,athena04,108017.37,119125.77
10,30,299,athena06,104455.86,128717.86
10,30,340,athena03,91946.97,109195.97
10,30,346,athena03,90327.99,109148
10,30,354,athena11,88428.54,109198.95
10,30,364,athena11,85946.76,109194.78
10,30,369,athena13,84777.77,117042.4
10,30,384,athena13,81399.33,117117.48
10,30,387,athena09,81031.64,126809.21
10,30,405,athena09,77365.17,136376.84
10,30,422,athena14,73934.98,117265.23
10,30,445,athena14,70415.04,117788.47
10,30,590,athena12,53152.79,79402.02
10,30,693,athena12,45297.71,68897.15
10,30,835,athena07,37626.61,77968.24
10,30,836,athena08,37545.59,69458.71
10,30,841,athena08,37349.44,68295.93
10,30,854,athena07,36736.18,77976.19
10,40,367,athena02,113672.62,128656.53
10,40,369,athena02,113073.26,129041.88
10,40,372,athena06,112031.18,136506.96
10,40,376,athena05,110962.73,126858.42
10,40,377,athena05,110940.54,127251.76
10,40,386,athena04,108368.52,119122.7
10,40,386,athena04,107861.01,119110.05
10,40,397,athena06,105102.51,128834.22
10,40,452,athena03,92536.24,107624.7
10,40,462,athena03,90396.33,109147.08
10,40,471,athena11,88832.23,107233.94
10,40,485,athena11,86145.91,99276.96
10,40,490,athena13,85168.28,116954.86
10,40,509,athena13,82021.11,109258.75
10,40,513,athena09,81535.14,126835.68
10,40,548,athena09,76190.67,127190.89
10,40,579,athena14,72274.46,109195.08
10,40,591,athena14,70610.25,109195.84
10,40,777,athena12,53812.02,79414.09
10,40,934,athena12,44802.21,69330.79
10,40,1123,athena07,37308.04,78198.83
10,40,1127,athena07,37138.82,78234.38
10,40,1161,athena08,36048.17,69498.95
10,40,1167,athena08,35831.13,58686.83
